epoch,startBlock,lockBlock,endBlock,lockPrice,closePrice,totalAmount,bullAmount,bearAmount,rewardBaseCalAmount,rewardAmount,oracleCalled
20386,10115615,10115715,10115815,42111276761,41995011802,19555009099066972526,6254209435506221527,13300799663560750999,13300799663560750999,18968358826094963350,True
20387,10115718,10115818,10115918,41995011802,41902098852,16022121377707429034,2976892336479362748,13045229041228066286,13045229041228066286,15541457736376206162,True
20388,10115822,10115922,10116022,41902098852,41746161623,17163176804182041795,4185627094192548426,12977549709989493369,12977549709989493369,16648281500056580541,True
20389,10115925,10116025,10116125,41746161623,41675103565,16671928553774600865,2232836205119091150,14439092348655509715,14439092348655509715,16171770697161362839,True
20390,10116029,10116129,10116229,41675103565,41766806813,13716856900077103097,10028307274231217774,3688549625845885323,10028307274231217774,13305351193074790004,True
20391,10116132,10116232,10116332,41766806813,41730000000,14797829905140364630,4006395835350910388,10791434069789454242,10791434069789454242,14353895007986153691,True
20392,10116235,10116335,10116435,41730000000,41616178508,20226027087887904206,3161535634649925585,17064491453237978621,17064491453237978621,19619246275251267079,True
20393,10116338,10116438,10116538,41616178508,41571082995,13383660199262205196,5755263013992541997,7628397185269663199,7628397185269663199,12982150393284339040,True
20394,10116441,10116541,10116641,41571082995,41562125820,16802118069185696187,7323902100310355988,9478215968875340199,9478215968875340199,16298054527110125301,True
20395,10116544,10116644,10116744,41562125820,41479236959,14639017026180026131,2630470762715332312,12008546263464693819,12008546263464693819,14199846515394625347,True
20396,10116647,10116747,10116847,41479236959,41472524170,19926087640168613522,4751847657625938858,15174239982542674664,15174239982542674664,19328305010963555116,True
20397,10116751,10116851,10116951,41472524170,41432721255,21739343045671846551,19834119541531854580,1905223504139991971,1905223504139991971,21087162754301691154,True
20398,10116854,10116954,10117054,41432721255,41311597519,13969952421737698253,2800794580488958550,11169157841248739703,11169157841248739703,13550853849085567305,True
20399,10116957,10117057,10117157,41311597519,41214000000,11857250969809079841,8453433336088028082,3403817633721051759,3403817633721051759,11501533440714807445,True
20400,10117060,10117160,10117260,41214000000,41070407922,16997073039419229329,3541683706446657601,13455389332972571728,13455389332972571728,16487160848236652449,True
20401,10117163,10117263,10117363,41070407922,41031812443,12377703015420825839,5771858396612560512,6605844618808265327,6605844618808265327,12006371924958201063,True
20402,10117266,10117366,10117466,41031812443,40576321792,28027491202901837132,5334969975083393220,22692521227818443912,22692521227818443912,27186666466814782018,True
20403,10117369,10117469,10117569,40576321792,40534076422,20595993925152141342,3020474053844250210,17575519871307891132,17575519871307891132,19978114107397577101,True
20404,10117472,10117572,10117672,40534076422,40878000000,19755905557293089414,18308236915371618340,1447668641921471074,18308236915371618340,19163228390574296731,True
20405,10117575,10117675,10117775,40878000000,40965380093,14373002102051799447,11380883867477850202,2992118234573949245,11380883867477850202,13941812038990245463,True
20406,10117678,10117778,10117878,40965380093,41058000000,18120735609451248374,14154431433231521571,3966304176219726803,14154431433231521571,17577113541167710922,True
20407,10117781,10117881,10117981,41058000000,41032000000,11961924806426947593,6408617243768767746,5553307562658179847,5553307562658179847,11603067062234139165,True
20408,10117884,10117984,10118084,41032000000,41033795835,6500378617580439841,2475303969814456850,4025074647765982991,2475303969814456850,6305367259053026645,True
20409,10117988,10118088,10118188,41033795835,40893847955,24643879347333187120,2984755474616449033,21659123872716738087,21659123872716738087,23904562966913191506,True
20410,10118091,10118191,10118291,40893847955,40782558295,10082945619503706889,1896457964310570651,8186487655193136238,8186487655193136238,9780457250918595682,True
20411,10118195,10118295,10118395,40782558295,40816635390,15076076303992062473,9560903262101966051,5515173041890096422,9560903262101966051,14623794014872300598,True
20412,10118298,10118398,10118498,40816635390,40641737025,26525044434765325942,7881757340961616228,18643287093803709714,18643287093803709714,25729293101722366163,True
20413,10118401,10118501,10118601,40641737025,40579696366,23411643153200423081,4283138368778350422,19128504784422072659,19128504784422072659,22709293858604410388,True
20414,10118505,10118605,10118705,40579696366,40613637307,32194101508151140743,28782565350366034731,3411536157785106012,28782565350366034731,31228278462906606520,True
20415,10118609,10118709,10118809,40613637307,40731446508,17350738972508403258,8000262699722113720,9350476272786289538,8000262699722113720,16830216803333151160,True
20416,10118712,10118812,10118912,40731446508,40789211445,16115446825557715313,12439771675428110837,3675675150129604476,12439771675428110837,15631983420790983853,True
20417,10118816,10118916,10119016,40789211445,40792053925,41605620780993469843,22040592712326018114,19565028068667451729,22040592712326018114,40357452157563665747,True
20418,10118919,10119019,10119119,40792053925,40740470786,17420998381553488519,14469188995121967611,2951809386431520908,2951809386431520908,16898368430106883863,True
20419,10119023,10119123,10119223,40740470786,40533160675,26811403150158046897,3361390048279584921,23450013101878461976,23450013101878461976,26007061055653305490,True
20420,10119127,10119227,10119327,40533160675,40548126353,24161049388326710689,4497880724430906743,19663168663895803946,4497880724430906743,23436217906676909368,True
20421,10119231,10119331,10119431,40548126353,40502423275,23138059610577633504,19530665606227541419,3607394004350092085,3607394004350092085,22443917822260304498,True
20422,10119334,10119434,10119534,40502423275,40379345665,17870585734899796646,3908187208750745788,13962398526149050858,13962398526149050858,17334468162852802746,True
20423,10119437,10119537,10119637,40379345665,40341664486,18944889087841783632,5574567662659511020,13370321425182272612,13370321425182272612,18376542415206530123,True
20424,10119539,10119639,10119739,40341664486,40250240572,10520848369679140007,3658732163851268767,6862116205827871240,6862116205827871240,10205222918588765806,True
20425,10119642,10119742,10119842,40250240572,40120207710,27866758766135730580,5194624751936863848,22672134014198866732,22672134014198866732,27030756003151658662,True
20426,10119745,10119845,10119945,40120207710,40467173732,17724321347201997683,14365207852150121268,3359113495051876415,14365207852150121268,17192591706785937752,True
20427,10119848,10119948,10120048,40467173732,40518777185,18408707888954883554,15985465186129908922,2423242702824974632,15985465186129908922,17856446652286237047,True
20428,10119952,10120052,10120152,40518777185,40655106204,12112524305366027551,5304097989006155750,6808426316359871801,5304097989006155750,11749148576205046724,True
20429,10120056,10120156,10120256,40655106204,40553246314,19726130015788934066,5815560060816958083,13910569954971975983,13910569954971975983,19134346115315266044,True
20430,10120160,10120260,10120360,40553246314,40728880889,18510776414679086478,15615178936284864397,2895597478394222081,15615178936284864397,17955453122238713883,True
20431,10120263,10120363,10120463,40728880889,40809163846,11868321928466638677,5683000908419238900,6185321020047399777,5683000908419238900,11512272270612639516,True
