epoch,startBlock,lockBlock,endBlock,lockPrice,closePrice,totalAmount,bullAmount,bearAmount,rewardBaseCalAmount,rewardAmount,oracleCalled
19101,9793466,9793566,9793666,33579000000,33540179624,7104914032076642380,3882175941370044465,3222738090706597915,3222738090706597915,6891766611114343108,True
19102,9793569,9793669,9793769,33540179624,33479043491,4847682796981897413,599809020749556154,4247873776232341259,4247873776232341259,4702252313072440490,True
19103,9793672,9793772,9793872,33479043491,33444487768,6752298387685529363,3675236598948229153,3077061788737300210,3077061788737300210,6549729436054963482,True
19104,9793775,9793875,9793975,33444487768,33411249083,4438623532277596287,926585094627067227,3512038437650529060,3512038437650529060,4305464826309268398,True
19105,9793878,9793978,9794078,33411249083,33418317831,3849307569395732041,2434092630727925268,1415214938667806773,2434092630727925268,3733828342313860079,True
19106,9793981,9794081,9794181,33418317831,33401443823,4747001906840647397,875176243337438344,3871825663503209053,3871825663503209053,4604591849635427975,True
19107,9794084,9794184,9794284,33401443823,33380000000,6385001427253608985,4768304142078058023,1616697285175550962,1616697285175550962,6193451384436000715,True
19108,9794187,9794287,9794387,33380000000,33355000000,5415416118949508707,591800128431787517,4823615990517721190,4823615990517721190,5252953635381023445,True
19109,9794290,9794390,9794490,33355000000,33376000000,9578092382118207736,2886438852972691107,6691653529145516629,2886438852972691107,9290749610654661503,True
19110,9794393,9794493,9794593,33376000000,33361465908,9211571081248800820,3979569198049180280,5232001883199620540,5232001883199620540,8935223948811336795,True
19111,9794496,9794596,9794696,33361465908,33394231625,8294560120343678865,5873508306385522287,2421051813958156578,5873508306385522287,8045723316733368499,True
19112,9794599,9794699,9794799,33394231625,33350938496,13941325188671809721,6321197579014474829,7620127609657334892,7620127609657334892,13523085433011655429,True
19113,9794702,9794802,9794902,33350938496,33431146131,11498296485239605175,5874109383840011092,5624187101399594083,5874109383840011092,11153347590682417019,True
19114,9794806,9794906,9795006,33431146131,33442932114,10560418086921968222,4517685804136149481,6042732282785818741,4517685804136149481,10243605544314309175,True
19115,9794909,9795009,9795109,33442932114,33453877173,11792607702153203948,8545387611755562782,3247220090397641166,8545387611755562782,11438829471088607829,True
19116,9795013,9795113,9795213,33453877173,33445878451,12562741839134969526,6832091588730304078,5730650250404665448,5730650250404665448,12185859583960920440,True
19117,9795118,9795218,9795318,33445878451,33385200736,13729305919552498070,3087498562714877442,10641807356837620628,10641807356837620628,13317426741965923127,True
19118,9795223,9795323,9795423,33385200736,33343215447,11339914438984408055,2506458322471623857,8833456116512784198,8833456116512784198,10999717005814875813,True
19119,9795327,9795427,9795527,33343215447,33349754077,13553126170390551586,10281804636663822182,3271321533726729404,10281804636663822182,13146532385278835038,True
19120,9795430,9795530,9795630,33349754077,33371543134,15791319431671294033,7877903757530454542,7913415674140839491,7877903757530454542,15317579848721155212,True
19121,9795533,9795633,9795733,33371543134,33363512865,12437256203490715968,6868690753617261079,5568565449873454889,5568565449873454889,12064138517385994488,True
19122,9795636,9795736,9795836,33363512865,33350431408,14565146187642023684,4659647513465136439,9905498674176887245,9905498674176887245,14128191802012762973,True
19123,9795739,9795839,9795939,33350431408,33391674118,17089509138878810163,9596320391493059658,7493188747385750505,9596320391493059658,16576823864712445858,True
19124,9795842,9795942,9796042,33391674118,33369219982,10996926406048894598,5993723531233266983,5003202874815627615,5003202874815627615,10667018613867427760,True
19125,9795945,9796045,9796145,33369219982,33338198645,9761845676233728815,5829811670390124714,3932034005843604101,3932034005843604101,9468990305946716950,True
19126,9796048,9796148,9796248,33338198645,33351522931,7998205199711193904,3945931531200162143,4052273668511031761,3945931531200162143,7758259043719858086,True
19127,9796150,9796250,9796350,33351522931,33312683468,8725406914325071050,2809970677475488328,5915436236849582722,5915436236849582722,8463644706895318918,True
19128,9796254,9796354,9796454,33312683468,33296643313,12503816475903562033,3474196171646255808,9029620304257306225,9029620304257306225,12128701981626455172,True
19129,9796358,9796458,9796558,33296643313,33209310230,6974010450681002118,3106931150181962575,3867079300499039543,3867079300499039543,6764790137160572054,True
19130,9796461,9796561,9796661,33209310230,33324275073,9152492132651472999,6403896353427032994,2748595779224440005,6403896353427032994,8877917368671928809,True
19131,9796564,9796664,9796764,33324275073,33456489347,17099932985976177493,14832635353047461336,2267297632928716157,14832635353047461336,16586934996396892168,True
19132,9796667,9796767,9796867,33456489347,33494529345,11072245522291525007,9551567714920283468,1520677807371241539,9551567714920283468,10740078156622779256,True
19133,9796770,9796870,9796970,33494529345,33493398521,7457390373010679838,2077929508165223369,5379460864845456469,5379460864845456469,7233668661820359442,True
19134,9796873,9796973,9797073,33493398521,33496926779,8947809980553349494,6402192815140949309,2545617165412400185,6402192815140949309,8679375681136749009,True
19135,9796976,9797076,9797176,33496926779,33466234410,16570702203355605881,4120893655354934630,12449808548000671251,12449808548000671251,16073581137254937704,True
19136,9797079,9797179,9797279,33466234410,33412557912,15358228579455657263,2854577675260371722,12503650904195285541,12503650904195285541,14897481722071987545,True
19137,9797183,9797283,9797383,33412557912,33471000000,12903312955853431192,5010072711578288033,7893240244275143159,5010072711578288033,12516213567177828256,True
19138,9797289,9797389,9797489,33471000000,33467646293,21138709114250415851,15846883547455928890,5291825566794486961,5291825566794486961,20504547840822903375,True
19139,9797393,9797493,9797593,33467646293,33480718468,13122103794462092099,4272752407013132772,8849351387448959327,4272752407013132772,12728440680628229336,True
19140,9797496,9797596,9797696,33480718468,33534748480,11691094458635843654,2268993000351864109,9422101458283979545,2268993000351864109,11340361624876768344,True
19141,9797600,9797700,9797800,33534748480,33603040752,16405821948838100567,12046439246812201604,4359382702025898963,12046439246812201604,15913647290372957549,True
19142,9797703,9797803,9797903,33603040752,33636000000,19351712619343491800,12774989527876496889,6576723091466994911,12774989527876496889,18771161240763187046,True
19143,9797807,9797907,9798007,33636000000,33660861191,15411567408270533193,8348356850288849310,7063210557981683883,8348356850288849310,14949220386022417197,True
19144,9797911,9798011,9798111,33660861191,33664128211,23603459759422210819,12097602152649741894,11505857606772468925,12097602152649741894,22895355966639544494,True
19145,9798014,9798114,9798214,33664128211,33705000000,14791844369933602634,10488592254792862347,4303252115140740287,10488592254792862347,14348089038835594554,True
